,movie,year,imdb,metascore,votes,n_imdb
2706,Toy Story 3,2010,8.3,92,664984,83.0
2707,Black Swan,2010,8.0,79,636663,80.0
2708,Iron Man 2,2010,7.0,57,631204,70.0
2709,How to Train Your Dragon,2010,8.1,74,592693,81.0
2710,The King's Speech,2010,8.0,88,583127,80.0
2711,The Social Network,2010,7.7,95,559575,77.0
2712,Kick-Ass,2010,7.6,66,490088,76.0
2713,Despicable Me,2010,7.7,72,454876,77.0
2714,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,413568,77.0
2715,Tangled,2010,7.8,71,356808,78.0
2716,Alice in Wonderland,2010,6.5,53,352588,65.0
2717,Scott Pilgrim vs. the World,2010,7.5,69,330822,75.0
2718,Easy A,2010,7.1,72,323749,71.0
2719,127 Hours,2010,7.6,82,318253,76.0
2720,The Town,2010,7.6,74,317682,76.0
2721,The Fighter,2010,7.8,79,311699,78.0
2722,The Expendables,2010,6.5,45,303662,65.0
2723,Due Date,2010,6.6,51,299833,66.0
2724,TRON: Legacy,2010,6.8,49,292160,68.0
2725,True Grit,2010,7.6,80,278789,76.0
2726,Salt,2010,6.4,65,273963,64.0
2727,RED,2010,7.1,60,267950,71.0
2728,The Book of Eli,2010,6.9,53,266270,69.0
2729,Clash of the Titans,2010,5.8,39,252743,58.0
2730,Prince of Persia: The Sands of Time,2010,6.6,50,250677,66.0
2731,Insidious,2010,6.9,52,248234,69.0
2732,Robin Hood,2010,6.7,53,236426,67.0
2733,The A-Team,2010,6.8,47,232630,68.0
2734,The Other Guys,2010,6.7,64,217712,67.0
2735,The Twilight Saga: Eclipse,2010,5.0,58,208015,50.0
2736,Grown Ups,2010,6.0,30,206762,60.0
2737,The Tourist,2010,6.0,37,203417,60.0
2738,Megamind,2010,7.3,63,203288,73.0
2739,Predators,2010,6.4,51,196563,64.0
2740,Machete,2010,6.6,60,180317,66.0
2741,Unstoppable,2010,6.8,69,170428,68.0
2742,Knight and Day,2010,6.3,46,167707,63.0
2743,Blue Valentine,2010,7.4,81,167140,74.0
2744,The Next Three Days,2010,7.4,52,164903,74.0
2745,Love & Other Drugs,2010,6.7,55,164715,67.0
2746,Shrek Forever After,2010,6.3,58,163340,63.0
2747,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,162443,59.0
2748,Get Him to the Greek,2010,6.4,65,160057,64.0
2749,Hot Tub Time Machine,2010,6.4,63,152253,64.0
2750,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,675853,81.0
2751,The Intouchables,2011,8.5,57,655674,85.0
2752,Thor,2011,7.0,57,655100,70.0
2753,Captain America: The First Avenger,2011,6.9,66,634424,69.0
2754,X-Men: First Class,2011,7.7,65,596774,77.0
2755,Drive,2011,7.8,78,511821,78.0
2756,Limitless,2011,7.4,59,483614,74.0
2757,Rise of the Planet of the Apes,2011,7.6,68,466624,76.0
2758,Source Code,2011,7.5,74,444766,75.0
2759,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,439239,66.0
2760,"Crazy, Stupid, Love.",2011,7.4,68,430673,74.0
2761,The Hangover Part II,2011,6.5,44,425635,65.0
2762,Mission: Impossible - Ghost Protocol,2011,7.4,73,420930,74.0
2763,Warrior,2011,8.2,71,397316,82.0
2764,Horrible Bosses,2011,6.9,57,393718,69.0
2765,Sherlock Holmes: A Game of Shadows,2011,7.5,48,387843,75.0
2766,The Help,2011,8.1,62,384873,81.0
2767,The Girl with the Dragon Tattoo,2011,7.8,71,381418,78.0
2768,Transformers: Dark of the Moon,2011,6.3,42,361751,63.0
2769,Midnight in Paris,2011,7.7,81,350371,77.0
2770,In Time,2011,6.7,53,341438,67.0
2771,The Cabin in the Woods,2011,7.0,72,331815,70.0
2772,Fast Five,2011,7.3,66,324968,73.0
2773,Moneyball,2011,7.6,87,320548,76.0
2774,Super 8,2011,7.0,72,317127,70.0
2775,Friends with Benefits,2011,6.6,63,312034,66.0
2776,50/50,2011,7.7,72,297279,77.0
2777,Real Steel,2011,7.1,56,280754,71.0
2778,Hugo,2011,7.5,83,280728,75.0
2779,Green Lantern,2011,5.5,39,248804,55.0
2780,Bridesmaids,2011,6.8,75,246005,68.0
2781,Unknown,2011,6.9,56,232505,69.0
2782,The Grey,2011,6.8,64,226010,68.0
2783,The Adjustment Bureau,2011,7.1,60,224555,71.0
2784,Kung Fu Panda 2,2011,7.2,67,222264,72.0
2785,The Descendants,2011,7.3,84,221656,73.0
2786,Paul,2011,7.0,57,217277,70.0
2787,Sucker Punch,2011,6.1,33,216005,61.0
2788,I Am Number Four,2011,6.1,36,215139,61.0
2789,The Artist,2011,7.9,89,214672,79.0
2790,Rango,2011,7.2,75,211878,72.0
2791,The Ides of March,2011,7.1,67,205746,71.0
2792,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,204879,49.0
2793,The Adventures of Tintin,2011,7.3,68,199588,73.0
2794,Contagion,2011,6.6,70,199053,66.0
2795,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,675853,81.0
2796,The Intouchables,2011,8.5,57,655674,85.0
2797,Thor,2011,7.0,57,655100,70.0
2798,Captain America: The First Avenger,2011,6.9,66,634424,69.0
2799,X-Men: First Class,2011,7.7,65,596774,77.0
2800,Drive,2011,7.8,78,511821,78.0
2801,Limitless,2011,7.4,59,483614,74.0
2802,Rise of the Planet of the Apes,2011,7.6,68,466629,76.0
2803,Source Code,2011,7.5,74,444766,75.0
2804,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,439239,66.0
2805,"Crazy, Stupid, Love.",2011,7.4,68,430673,74.0
2806,The Hangover Part II,2011,6.5,44,425635,65.0
2807,Mission: Impossible - Ghost Protocol,2011,7.4,73,420930,74.0
2808,Warrior,2011,8.2,71,397316,82.0
2809,Horrible Bosses,2011,6.9,57,393718,69.0
2810,Sherlock Holmes: A Game of Shadows,2011,7.5,48,387843,75.0
2811,The Help,2011,8.1,62,384873,81.0
2812,The Girl with the Dragon Tattoo,2011,7.8,71,381418,78.0
2813,Transformers: Dark of the Moon,2011,6.3,42,361751,63.0
2814,Midnight in Paris,2011,7.7,81,350371,77.0
2815,In Time,2011,6.7,53,341438,67.0
2816,The Cabin in the Woods,2011,7.0,72,331805,70.0
2817,Fast Five,2011,7.3,66,324968,73.0
2818,Moneyball,2011,7.6,87,320548,76.0
2819,Super 8,2011,7.0,72,317127,70.0
2820,Friends with Benefits,2011,6.6,63,312034,66.0
2821,50/50,2011,7.7,72,297279,77.0
2822,Real Steel,2011,7.1,56,280754,71.0
2823,Hugo,2011,7.5,83,280728,75.0
2824,Green Lantern,2011,5.5,39,248804,55.0
2825,Bridesmaids,2011,6.8,75,246005,68.0
2826,Unknown,2011,6.9,56,232505,69.0
2827,The Grey,2011,6.8,64,226010,68.0
2828,The Adjustment Bureau,2011,7.1,60,224555,71.0
2829,Kung Fu Panda 2,2011,7.2,67,222264,72.0
2830,The Descendants,2011,7.3,84,221656,73.0
2831,Paul,2011,7.0,57,217277,70.0
2832,Sucker Punch,2011,6.1,33,216005,61.0
2833,I Am Number Four,2011,6.1,36,215139,61.0
2834,The Artist,2011,7.9,89,214672,79.0
2835,Rango,2011,7.2,75,211878,72.0
2836,The Ides of March,2011,7.1,67,205746,71.0
2837,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,204879,49.0
2838,The Adventures of Tintin,2011,7.3,68,199588,73.0
2839,Contagion,2011,6.6,70,199053,66.0
2840,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,675853,81.0
2841,The Intouchables,2011,8.5,57,655661,85.0
2842,Thor,2011,7.0,57,655100,70.0
2843,Captain America: The First Avenger,2011,6.9,66,634424,69.0
2844,X-Men: First Class,2011,7.7,65,596774,77.0
2845,Drive,2011,7.8,78,511821,78.0
2846,Limitless,2011,7.4,59,483614,74.0
2847,Rise of the Planet of the Apes,2011,7.6,68,466629,76.0
2848,Source Code,2011,7.5,74,444766,75.0
2849,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,439239,66.0
2850,"Crazy, Stupid, Love.",2011,7.4,68,430673,74.0
2851,The Hangover Part II,2011,6.5,44,425641,65.0
2852,Mission: Impossible - Ghost Protocol,2011,7.4,73,420930,74.0
2853,Warrior,2011,8.2,71,397326,82.0
2854,Horrible Bosses,2011,6.9,57,393718,69.0
2855,Sherlock Holmes: A Game of Shadows,2011,7.5,48,387843,75.0
2856,The Help,2011,8.1,62,384873,81.0
2857,The Girl with the Dragon Tattoo,2011,7.8,71,381424,78.0
2858,Transformers: Dark of the Moon,2011,6.3,42,361751,63.0
2859,Midnight in Paris,2011,7.7,81,350371,77.0
2860,In Time,2011,6.7,53,341441,67.0
2861,The Cabin in the Woods,2011,7.0,72,331815,70.0
2862,Fast Five,2011,7.3,66,324968,73.0
2863,Moneyball,2011,7.6,87,320548,76.0
2864,Super 8,2011,7.0,72,317127,70.0
2865,Friends with Benefits,2011,6.6,63,312034,66.0
2866,50/50,2011,7.7,72,297279,77.0
2867,Real Steel,2011,7.1,56,280754,71.0
2868,Hugo,2011,7.5,83,280728,75.0
2869,Green Lantern,2011,5.5,39,248804,55.0
2870,Bridesmaids,2011,6.8,75,246005,68.0
2871,Unknown,2011,6.9,56,232505,69.0
2872,The Grey,2011,6.8,64,226010,68.0
2873,The Adjustment Bureau,2011,7.1,60,224556,71.0
2874,Kung Fu Panda 2,2011,7.2,67,222264,72.0
2875,The Descendants,2011,7.3,84,221656,73.0
2876,Paul,2011,7.0,57,217277,70.0
2877,Sucker Punch,2011,6.1,33,216005,61.0
2878,I Am Number Four,2011,6.1,36,215139,61.0
2879,The Artist,2011,7.9,89,214672,79.0
2880,Rango,2011,7.2,75,211878,72.0
2881,The Ides of March,2011,7.1,67,205746,71.0
2882,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,204879,49.0
2883,The Adventures of Tintin,2011,7.3,68,199588,73.0
2884,Contagion,2011,6.6,70,199053,66.0
2885,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,675853,81.0
2886,The Intouchables,2011,8.5,57,655661,85.0
2887,Thor,2011,7.0,57,655100,70.0
2888,Captain America: The First Avenger,2011,6.9,66,634424,69.0
2889,X-Men: First Class,2011,7.7,65,596774,77.0
2890,Drive,2011,7.8,78,511821,78.0
2891,Limitless,2011,7.4,59,483614,74.0
2892,Rise of the Planet of the Apes,2011,7.6,68,466629,76.0
2893,Source Code,2011,7.5,74,444766,75.0
2894,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,439239,66.0
2895,"Crazy, Stupid, Love.",2011,7.4,68,430673,74.0
2896,The Hangover Part II,2011,6.5,44,425641,65.0
2897,Mission: Impossible - Ghost Protocol,2011,7.4,73,420930,74.0
2898,Warrior,2011,8.2,71,397326,82.0
2899,Horrible Bosses,2011,6.9,57,393718,69.0
2900,Sherlock Holmes: A Game of Shadows,2011,7.5,48,387843,75.0
2901,The Help,2011,8.1,62,384873,81.0
2902,The Girl with the Dragon Tattoo,2011,7.8,71,381424,78.0
2903,Transformers: Dark of the Moon,2011,6.3,42,361751,63.0
2904,Midnight in Paris,2011,7.7,81,350371,77.0
2905,In Time,2011,6.7,53,341441,67.0
2906,The Cabin in the Woods,2011,7.0,72,331805,70.0
2907,Fast Five,2011,7.3,66,324968,73.0
2908,Moneyball,2011,7.6,87,320548,76.0
2909,Super 8,2011,7.0,72,317127,70.0
2910,Friends with Benefits,2011,6.6,63,312034,66.0
2911,50/50,2011,7.7,72,297279,77.0
2912,Real Steel,2011,7.1,56,280754,71.0
2913,Hugo,2011,7.5,83,280728,75.0
2914,Green Lantern,2011,5.5,39,248804,55.0
2915,Bridesmaids,2011,6.8,75,246005,68.0
2916,Unknown,2011,6.9,56,232505,69.0
2917,The Grey,2011,6.8,64,226010,68.0
2918,The Adjustment Bureau,2011,7.1,60,224556,71.0
2919,Kung Fu Panda 2,2011,7.2,67,222264,72.0
2920,The Descendants,2011,7.3,84,221656,73.0
2921,Paul,2011,7.0,57,217277,70.0
2922,Sucker Punch,2011,6.1,33,216005,61.0
2923,I Am Number Four,2011,6.1,36,215139,61.0
2924,The Artist,2011,7.9,89,214672,79.0
2925,Rango,2011,7.2,75,211878,72.0
2926,The Ides of March,2011,7.1,67,205746,71.0
2927,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,204879,49.0
2928,The Adventures of Tintin,2011,7.3,68,199588,73.0
2929,Contagion,2011,6.6,70,199053,66.0
2930,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,675853,81.0
2931,The Intouchables,2011,8.5,57,655674,85.0
2932,Thor,2011,7.0,57,655100,70.0
2933,Captain America: The First Avenger,2011,6.9,66,634424,69.0
2934,X-Men: First Class,2011,7.7,65,596774,77.0
2935,Drive,2011,7.8,78,511821,78.0
2936,Limitless,2011,7.4,59,483614,74.0
2937,Rise of the Planet of the Apes,2011,7.6,68,466629,76.0
2938,Source Code,2011,7.5,74,444766,75.0
2939,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,439239,66.0
2940,"Crazy, Stupid, Love.",2011,7.4,68,430673,74.0
2941,The Hangover Part II,2011,6.5,44,425641,65.0
2942,Mission: Impossible - Ghost Protocol,2011,7.4,73,420930,74.0
2943,Warrior,2011,8.2,71,397316,82.0
2944,Horrible Bosses,2011,6.9,57,393718,69.0
2945,Sherlock Holmes: A Game of Shadows,2011,7.5,48,387843,75.0
2946,The Help,2011,8.1,62,384873,81.0
2947,The Girl with the Dragon Tattoo,2011,7.8,71,381424,78.0
2948,Transformers: Dark of the Moon,2011,6.3,42,361751,63.0
2949,Midnight in Paris,2011,7.7,81,350371,77.0
2950,In Time,2011,6.7,53,341441,67.0
2951,The Cabin in the Woods,2011,7.0,72,331815,70.0
2952,Fast Five,2011,7.3,66,324968,73.0
2953,Moneyball,2011,7.6,87,320548,76.0
2954,Super 8,2011,7.0,72,317127,70.0
2955,Friends with Benefits,2011,6.6,63,312034,66.0
2956,50/50,2011,7.7,72,297279,77.0
2957,Real Steel,2011,7.1,56,280754,71.0
2958,Hugo,2011,7.5,83,280728,75.0
2959,Green Lantern,2011,5.5,39,248804,55.0
2960,Bridesmaids,2011,6.8,75,246005,68.0
2961,Unknown,2011,6.9,56,232505,69.0
2962,The Grey,2011,6.8,64,226010,68.0
2963,The Adjustment Bureau,2011,7.1,60,224556,71.0
2964,Kung Fu Panda 2,2011,7.2,67,222264,72.0
2965,The Descendants,2011,7.3,84,221656,73.0
2966,Paul,2011,7.0,57,217277,70.0
2967,Sucker Punch,2011,6.1,33,216005,61.0
2968,I Am Number Four,2011,6.1,36,215139,61.0
2969,The Artist,2011,7.9,89,214672,79.0
2970,Rango,2011,7.2,75,211878,72.0
2971,The Ides of March,2011,7.1,67,205746,71.0
2972,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,204879,49.0
2973,The Adventures of Tintin,2011,7.3,68,199588,73.0
2974,Contagion,2011,6.6,70,199053,66.0
2975,The Dark Knight Rises,2012,8.4,78,1357796,84.0
2976,Django Unchained,2012,8.4,81,1180236,84.0
2977,The Avengers,2012,8.1,69,1146575,81.0
2978,The Hunger Games,2012,7.2,68,784585,72.0
2979,The Hobbit: An Unexpected Journey,2012,7.9,58,711145,79.0
2980,Silver Linings Playbook,2012,7.7,81,612168,77.0
2981,Skyfall,2012,7.8,81,584540,78.0
2982,Prometheus,2012,7.0,64,531628,70.0
2983,Ted,2012,6.9,62,530529,69.0
2984,Argo,2012,7.7,86,526505,77.0
2985,Life of Pi,2012,7.9,79,523253,79.0
2986,The Amazing Spider-Man,2012,7.0,66,515843,70.0
2987,Looper,2012,7.4,84,492516,74.0
2988,21 Jump Street,2012,7.2,69,469792,72.0
2989,The Perks of Being a Wallflower,2012,8.0,67,415874,80.0
2990,Wreck-It Ralph,2012,7.7,72,331620,77.0
2991,Brave,2012,7.1,69,330109,71.0
2992,Cloud Atlas,2012,7.5,55,322490,75.0
2993,Men in Black 3,2012,6.8,58,302847,68.0
2994,Flight,2012,7.3,76,298378,73.0
2995,Moonrise Kingdom,2012,7.8,84,286340,78.0
2996,Les Misérables,2012,7.6,63,281231,76.0
2997,Jack Reacher,2012,7.0,50,279615,70.0
2998,The Expendables 2,2012,6.6,51,274097,66.0
2999,Taken 2,2012,6.3,45,269146,63.0
3000,The Bourne Legacy,2012,6.7,61,264706,67.0
3001,Snow White and the Huntsman,2012,6.1,57,255648,61.0
3002,Pitch Perfect,2012,7.2,66,251084,72.0
3003,The Dictator,2012,6.4,58,246484,64.0
3004,Zero Dark Thirty,2012,7.4,95,246268,74.0
3005,John Carter,2012,6.6,51,235866,66.0
3006,The Hunt,2012,8.3,77,234086,83.0
3007,Dredd,2012,7.1,60,231385,71.0
3008,Chronicle,2012,7.1,69,226762,71.0
3009,Dark Shadows,2012,6.2,55,225853,62.0
3010,Total Recall,2012,6.3,43,225537,63.0
3011,Lincoln,2012,7.4,86,225414,74.0
3012,Battleship,2012,5.8,41,223269,58.0
3013,The Place Beyond the Pines,2012,7.3,68,222705,73.0
3014,Seven Psychopaths,2012,7.2,66,219659,72.0
3015,Lawless,2012,7.3,58,211310,73.0
3016,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,211281,55.0
3017,End of Watch,2012,7.6,68,208299,76.0
3018,Hotel Transylvania,2012,7.1,47,200264,71.0
3019,Sinister,2012,6.8,53,194186,68.0
3020,American Reunion,2012,6.7,49,189612,67.0
3021,Safe House,2012,6.8,52,189198,68.0
3022,Project X,2012,6.7,48,175387,67.0
3023,The Impossible,2012,7.6,73,173860,76.0
3024,The Dark Knight Rises,2012,8.4,78,1357796,84.0
3025,Django Unchained,2012,8.4,81,1180236,84.0
3026,The Avengers,2012,8.1,69,1146560,81.0
3027,The Hunger Games,2012,7.2,68,784585,72.0
3028,The Hobbit: An Unexpected Journey,2012,7.9,58,711145,79.0
3029,Silver Linings Playbook,2012,7.7,81,612168,77.0
3030,Skyfall,2012,7.8,81,584540,78.0
3031,Prometheus,2012,7.0,64,531628,70.0
3032,Ted,2012,6.9,62,530529,69.0
3033,Argo,2012,7.7,86,526505,77.0
3034,Life of Pi,2012,7.9,79,523253,79.0
3035,The Amazing Spider-Man,2012,7.0,66,515843,70.0
3036,Looper,2012,7.4,84,492516,74.0
3037,21 Jump Street,2012,7.2,69,469792,72.0
3038,The Perks of Being a Wallflower,2012,8.0,67,415874,80.0
3039,Wreck-It Ralph,2012,7.7,72,331620,77.0
3040,Brave,2012,7.1,69,330109,71.0
3041,Cloud Atlas,2012,7.5,55,322490,75.0
3042,Men in Black 3,2012,6.8,58,302847,68.0
3043,Flight,2012,7.3,76,298378,73.0
3044,Moonrise Kingdom,2012,7.8,84,286340,78.0
3045,Les Misérables,2012,7.6,63,281231,76.0
3046,Jack Reacher,2012,7.0,50,279615,70.0
3047,The Expendables 2,2012,6.6,51,274097,66.0
3048,Taken 2,2012,6.3,45,269146,63.0
3049,The Bourne Legacy,2012,6.7,61,264706,67.0
3050,Snow White and the Huntsman,2012,6.1,57,255648,61.0
3051,Pitch Perfect,2012,7.2,66,251084,72.0
3052,The Dictator,2012,6.4,58,246484,64.0
3053,Zero Dark Thirty,2012,7.4,95,246268,74.0
3054,John Carter,2012,6.6,51,235866,66.0
3055,The Hunt,2012,8.3,77,234086,83.0
3056,Dredd,2012,7.1,60,231385,71.0
3057,Chronicle,2012,7.1,69,226762,71.0
3058,Dark Shadows,2012,6.2,55,225853,62.0
3059,Total Recall,2012,6.3,43,225537,63.0
3060,Lincoln,2012,7.4,86,225414,74.0
3061,Battleship,2012,5.8,41,223269,58.0
3062,The Place Beyond the Pines,2012,7.3,68,222705,73.0
3063,Seven Psychopaths,2012,7.2,66,219659,72.0
3064,Lawless,2012,7.3,58,211310,73.0
3065,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,211281,55.0
3066,End of Watch,2012,7.6,68,208299,76.0
3067,Hotel Transylvania,2012,7.1,47,200264,71.0
3068,Sinister,2012,6.8,53,194186,68.0
3069,American Reunion,2012,6.7,49,189612,67.0
3070,Safe House,2012,6.8,52,189198,68.0
3071,Project X,2012,6.7,48,175387,67.0
3072,The Impossible,2012,7.6,73,173860,76.0
3073,The Dark Knight Rises,2012,8.4,78,1357796,84.0
3074,Django Unchained,2012,8.4,81,1180236,84.0
3075,The Avengers,2012,8.1,69,1146575,81.0
3076,The Hunger Games,2012,7.2,68,784585,72.0
3077,The Hobbit: An Unexpected Journey,2012,7.9,58,711145,79.0
3078,Silver Linings Playbook,2012,7.7,81,612168,77.0
3079,Skyfall,2012,7.8,81,584540,78.0
3080,Prometheus,2012,7.0,64,531633,70.0
3081,Ted,2012,6.9,62,530529,69.0
3082,Argo,2012,7.7,86,526505,77.0
3083,Life of Pi,2012,7.9,79,523253,79.0
3084,The Amazing Spider-Man,2012,7.0,66,515843,70.0
3085,Looper,2012,7.4,84,492516,74.0
3086,21 Jump Street,2012,7.2,69,469792,72.0
3087,The Perks of Being a Wallflower,2012,8.0,67,415874,80.0
3088,Wreck-It Ralph,2012,7.7,72,331628,77.0
3089,Brave,2012,7.1,69,330116,71.0
3090,Cloud Atlas,2012,7.5,55,322490,75.0
3091,Men in Black 3,2012,6.8,58,302847,68.0
3092,Flight,2012,7.3,76,298378,73.0
3093,Moonrise Kingdom,2012,7.8,84,286340,78.0
3094,Les Misérables,2012,7.6,63,281231,76.0
3095,Jack Reacher,2012,7.0,50,279615,70.0
3096,The Expendables 2,2012,6.6,51,274097,66.0
3097,Taken 2,2012,6.3,45,269146,63.0
3098,The Bourne Legacy,2012,6.7,61,264706,67.0
3099,Snow White and the Huntsman,2012,6.1,57,255648,61.0
3100,Pitch Perfect,2012,7.2,66,251084,72.0
3101,The Dictator,2012,6.4,58,246484,64.0
3102,Zero Dark Thirty,2012,7.4,95,246268,74.0
3103,John Carter,2012,6.6,51,235866,66.0
3104,The Hunt,2012,8.3,77,234086,83.0
3105,Dredd,2012,7.1,60,231385,71.0
3106,Chronicle,2012,7.1,69,226762,71.0
3107,Dark Shadows,2012,6.2,55,225853,62.0
3108,Total Recall,2012,6.3,43,225537,63.0
3109,Lincoln,2012,7.4,86,225414,74.0
3110,Battleship,2012,5.8,41,223269,58.0
3111,The Place Beyond the Pines,2012,7.3,68,222705,73.0
3112,Seven Psychopaths,2012,7.2,66,219662,72.0
3113,Lawless,2012,7.3,58,211310,73.0
3114,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,211281,55.0
3115,End of Watch,2012,7.6,68,208299,76.0
3116,Hotel Transylvania,2012,7.1,47,200264,71.0
3117,Sinister,2012,6.8,53,194188,68.0
3118,American Reunion,2012,6.7,49,189612,67.0
3119,Safe House,2012,6.8,52,189198,68.0
3120,Project X,2012,6.7,48,175387,67.0
3121,The Impossible,2012,7.6,73,173860,76.0
3122,The Dark Knight Rises,2012,8.4,78,1357796,84.0
3123,Django Unchained,2012,8.4,81,1180236,84.0
3124,The Avengers,2012,8.1,69,1146575,81.0
3125,The Hunger Games,2012,7.2,68,784585,72.0
3126,The Hobbit: An Unexpected Journey,2012,7.9,58,711145,79.0
3127,Silver Linings Playbook,2012,7.7,81,612168,77.0
3128,Skyfall,2012,7.8,81,584540,78.0
3129,Prometheus,2012,7.0,64,531633,70.0
3130,Ted,2012,6.9,62,530529,69.0
3131,Argo,2012,7.7,86,526505,77.0
3132,Life of Pi,2012,7.9,79,523253,79.0
3133,The Amazing Spider-Man,2012,7.0,66,515843,70.0
3134,Looper,2012,7.4,84,492516,74.0
3135,21 Jump Street,2012,7.2,69,469792,72.0
3136,The Perks of Being a Wallflower,2012,8.0,67,415874,80.0
3137,Wreck-It Ralph,2012,7.7,72,331628,77.0
3138,Brave,2012,7.1,69,330116,71.0
3139,Cloud Atlas,2012,7.5,55,322490,75.0
3140,Men in Black 3,2012,6.8,58,302856,68.0
3141,Flight,2012,7.3,76,298378,73.0
3142,Moonrise Kingdom,2012,7.8,84,286340,78.0
3143,Les Misérables,2012,7.6,63,281231,76.0
3144,Jack Reacher,2012,7.0,50,279615,70.0
3145,The Expendables 2,2012,6.6,51,274097,66.0
3146,Taken 2,2012,6.3,45,269146,63.0
3147,The Bourne Legacy,2012,6.7,61,264706,67.0
3148,Snow White and the Huntsman,2012,6.1,57,255648,61.0
3149,Pitch Perfect,2012,7.2,66,251085,72.0
3150,The Dictator,2012,6.4,58,246484,64.0
3151,Zero Dark Thirty,2012,7.4,95,246268,74.0
3152,John Carter,2012,6.6,51,235866,66.0
3153,The Hunt,2012,8.3,77,234086,83.0
3154,Dredd,2012,7.1,60,231385,71.0
3155,Chronicle,2012,7.1,69,226762,71.0
3156,Dark Shadows,2012,6.2,55,225856,62.0
3157,Total Recall,2012,6.3,43,225537,63.0
3158,Lincoln,2012,7.4,86,225414,74.0
3159,Battleship,2012,5.8,41,223269,58.0
3160,The Place Beyond the Pines,2012,7.3,68,222705,73.0
3161,Seven Psychopaths,2012,7.2,66,219662,72.0
3162,Lawless,2012,7.3,58,211310,73.0
3163,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,211281,55.0
3164,End of Watch,2012,7.6,68,208299,76.0
3165,Hotel Transylvania,2012,7.1,47,200264,71.0
3166,Sinister,2012,6.8,53,194188,68.0
3167,American Reunion,2012,6.7,49,189612,67.0
3168,Safe House,2012,6.8,52,189198,68.0
3169,Project X,2012,6.7,48,175387,67.0
3170,The Impossible,2012,7.6,73,173860,76.0
3171,The Dark Knight Rises,2012,8.4,78,1357796,84.0
3172,Django Unchained,2012,8.4,81,1180236,84.0
3173,The Avengers,2012,8.1,69,1146560,81.0
3174,The Hunger Games,2012,7.2,68,784585,72.0
3175,The Hobbit: An Unexpected Journey,2012,7.9,58,711145,79.0
3176,Silver Linings Playbook,2012,7.7,81,612168,77.0
3177,Skyfall,2012,7.8,81,584540,78.0
3178,Prometheus,2012,7.0,64,531633,70.0
3179,Ted,2012,6.9,62,530529,69.0
3180,Argo,2012,7.7,86,526505,77.0
3181,Life of Pi,2012,7.9,79,523253,79.0
3182,The Amazing Spider-Man,2012,7.0,66,515843,70.0
3183,Looper,2012,7.4,84,492516,74.0
3184,21 Jump Street,2012,7.2,69,469792,72.0
3185,The Perks of Being a Wallflower,2012,8.0,67,415874,80.0
3186,Wreck-It Ralph,2012,7.7,72,331620,77.0
3187,Brave,2012,7.1,69,330116,71.0
3188,Cloud Atlas,2012,7.5,55,322494,75.0
3189,Men in Black 3,2012,6.8,58,302856,68.0
3190,Flight,2012,7.3,76,298378,73.0
